epoch,evalLossMean
1,1.675146460533142
2,1.3179962899949815
3,1.2582528458701239
4,1.1406201057963898
5,1.0434241493542988
6,0.9649031427171496
7,0.8956207169426812
8,0.7414160370826721
9,0.7150289879904853
10,0.7112912204530504
11,0.6382612387339274
12,0.6118148035473294
13,0.658186137676239
14,0.5887514650821686
15,0.5258336067199707
16,0.5192847881052229
17,0.5001012848483192
18,0.4792346424526638
19,0.5066444873809814
20,0.4671452575259738
21,0.4725543691052331
22,0.4725018309222328
23,0.4374035464392768
24,0.4365759955512153
25,0.4284814265039232
26,0.4226140446133084
27,0.4112992087999981
28,0.41999994052781003
29,0.4248265756501092
30,0.4211810827255249
31,0.4123547010951572
32,0.3928579356935289
33,0.3966300884882609
34,0.3696009715398153
35,0.3868524266613854
36,0.38398562537299263
37,0.4066075616412693
38,0.3869319789939457
39,0.4029422402381897
40,0.4141881896389855
41,0.3723670740922292
42,0.3663030167420705
43,0.3526639044284821
44,0.3579447633690304
45,0.3513877424928877
46,0.3517727388275994
47,0.36506762438350254
48,0.3566797971725464
49,0.3426019185119205
50,0.3613173034456041
51,0.34304196304745144
52,0.35965366164843243
53,0.3820261557896932
54,0.3500865664747026
55,0.35093842612372506
56,0.3720019128587511
57,0.36732086539268494
58,0.3468211193879445
59,0.3413476314809587
60,0.3585166864924961
61,0.3471668561299642
62,0.3476174904240502
63,0.33655275570021737
64,0.3397899601194594
65,0.3240698277950287
66,0.3236290050877465
67,0.3378925654623244
68,0.33145163125462
69,0.33846530318260193
70,0.350118315882153
71,0.3587567408879598
72,0.32961226171917385
73,0.33099958962864345
74,0.3246703578366173
75,0.3292455838786231
76,0.3416274951563941
1,1.5954110092586942
2,1.3612254328197904
3,1.2615712086359658
4,1.2172956466674805
5,1.0977594984902277
6,1.0533224741617842
7,1.002665638923645
8,0.9207242594824896
9,0.9367565313975016
10,0.8463446034325494
11,0.8156624899970161
12,0.7879392835828993
13,0.7614263825946384
14,0.7815982037120395
15,0.7387924591700236
16,0.7454169193903605
17,0.7260574367311265
18,0.7183832327524821
19,0.7036662035518222
20,0.7094168265660604
21,0.695810980266995
22,0.6570183833440145
23,0.6519430942005582
24,0.6296395990583632
25,0.5997108088599311
26,0.5879048009713491
27,0.555414640241199
28,0.4998407860596975
29,0.5508163538244035
30,0.4633558425638411
31,0.4696685704920027
32,0.5075657599502139
33,0.4793146318859524
34,0.4876900447739495
35,0.4766282571686639
36,0.4244059721628825
37,0.4105383952458699
38,0.4119818674193488
39,0.3901696337593926
40,0.38823533720440334
41,0.3793172074688805
42,0.3659272723727756
43,0.37291938066482544
44,0.3645470274819268
45,0.3757058050897386
46,0.3552159600787693
47,0.3910540342330933
48,0.3729963368839688
49,0.3790585001309713
50,0.3583941658337911
51,0.3643539647261302
52,0.361966288752026
53,0.3508844574292501
54,0.3567168282137977
55,0.3588465021716224
56,0.3646677037080129
57,0.34053688247998554
58,0.34583616587850785
59,0.3443615602122413
60,0.35787156224250793
61,0.37193819880485535
62,0.35977191395229763
63,0.3617974321047465
64,0.3872838781939613
65,0.40079041653209263
66,0.3802222973770565
67,0.3787989450825585
