epoch,evalLossMean
1,1.3035518328348796
2,1.1068355573548212
3,0.9848589301109314
4,0.9382897416750592
5,0.8965326017803616
6,0.8315508431858487
7,0.8047835893101163
8,0.7520071268081665
9,0.6795994573169284
10,0.7243544724252489
11,0.6336696942647299
12,0.6536523070600297
13,0.6092259552743701
14,0.6486896044678159
15,0.5766008297602335
16,0.5823053883181678
17,0.6665123800436655
18,0.5703515046172671
19,0.5349205003844367
20,0.5544003711806403
21,0.5166956086953481
22,0.5015616350703769
23,0.5475702550676134
24,0.4726491504245334
25,0.44387674497233504
26,0.478574448161655
27,0.4343669464190801
28,0.439141559931967
29,0.421048704120848
30,0.4070377896229426
31,0.4129074580139584
32,0.402032991250356
33,0.42118369374010295
34,0.4140300121572282
35,0.4106611708799998
36,0.43281421727604336
37,0.42099210288789535
38,0.3998726341459487
39,0.4416075216399299
40,0.3971325655778249
41,0.418717407517963
42,0.4026746153831482
43,0.3851720955636766
44,0.43640570011403823
45,0.431616120868259
46,0.4031335181660122
47,0.3845388972096973
48,0.4064902017513911
49,0.3764926493167877
50,0.3802250011099709
51,0.3514766875240538
52,0.35776227050357395
53,0.3455632229646047
54,0.3506144500441021
55,0.3489678502082825
56,0.33822160296969944
57,0.34504513773653245
58,0.35535850789811874
59,0.3608995874722799
60,0.3671310941378276
61,0.4092605759700139
62,0.3700764510366652
63,0.3848388261265225
64,0.3932850791348351
65,0.354643099837833
66,0.3547204418314828
1,1.5237115886476305
2,1.3820323281817966
3,1.3450329038831923
4,1.3088311619228787
5,1.300347341431512
6,1.2447420756022136
7,1.2415533463160198
8,1.2208908663855658
9,1.20689594745636
10,1.2246932718488903
11,1.1876668400234651
12,1.1672502226299708
13,1.1740939219792683
14,1.1257479985555012
15,1.0899459388520982
16,1.0113895138104756
17,0.9867608745892844
18,0.9386677212185328
19,0.9467254877090454
20,0.9068728288014732
21,0.9209373659557768
22,0.8951118455992805
23,0.8906672795613607
24,0.9001739356252882
25,0.8754555384318033
26,0.8722561200459799
27,0.8688832918802897
28,0.8779444959428575
29,0.8972157173686557
30,0.8803247014681498
31,0.8361984027756585
32,0.8089873592058817
33,0.7486901548173692
34,0.7185636758804321
35,0.7884101735221015
36,0.7814436025089688
37,0.7639384733306037
38,0.6744058032830557
39,0.7169108655717638
40,0.6891298161612617
41,0.6386187043454912
42,0.6389598382843865
43,0.6025640732712216
44,0.6200297971566519
45,0.5765777859422896
46,0.5775793592135111
47,0.6166410777303908
48,0.6397427221139272
49,0.6063384645515018
50,0.5759774545828501
51,0.5743020110660129
52,0.5939089854558309
53,0.5822896891170077
54,0.5673973262310028
55,0.557034969329834
56,0.5536976555983225
57,0.562225341796875
58,0.5653983586364322
59,0.5599538021617465
60,0.5941714743773142
61,0.5848175452815162
62,0.5942352645927005
63,0.5691559612751007
64,0.5536489486694336
65,0.562725156545639
66,0.5602071616384718
67,0.556083963976966
68,0.5526154273086124
69,0.5440604190031687
70,0.5416302581628164
71,0.5464413662751516
72,0.5429749919308556
73,0.548025776942571
74,0.5524266262849172
75,0.5532616178194681
76,0.5460713373290168
77,0.5429745780097114
78,0.5448197325070699
79,0.5419548948605856
80,0.5480346282323202
