epoch,evalLossMean
1,1.7257076369391546
2,1.4936298529307048
3,1.3261093695958457
4,1.1288698381847806
5,0.9915721350246004
6,0.9156037635273404
7,0.8248286379708184
8,0.7609909507963393
9,0.7113102939393785
10,0.6685121125645108
11,0.6294878390100267
12,0.6010516550805833
13,0.5935051573647393
14,0.6015063524246216
15,0.5458383096588982
16,0.5732735196749369
17,0.5357666081852384
18,0.5081290271547105
19,0.4785914520422618
20,0.4657590422365401
21,0.4527592360973358
22,0.4564176102479299
23,0.4410853551493751
24,0.4497513274351756
25,0.4323421915372213
26,0.4363649123244816
27,0.4234029518233405
28,0.4279614587624868
29,0.4099035726653205
30,0.4208791785769993
31,0.3973612785339356
32,0.3907245099544525
33,0.3848743670516544
34,0.3794757392671373
35,0.3711922632323371
36,0.3779044184419844
37,0.3817249437173208
38,0.3735511799653371
39,0.35697413484255475
40,0.35576550165812176
41,0.36718543701701695
42,0.3871210383044349
43,0.38409188389778137
44,0.3756662110487621
45,0.34538983967569137
46,0.3553849094443851
47,0.35114095277256435
48,0.34262482987509835
49,0.3439798785580529
50,0.35112281971507603
51,0.3433750205569797
52,0.34358463684717816
53,0.341919481754303
54,0.3381592995590634
55,0.33995869424608016
56,0.3436694277657403
57,0.3276314271820916
58,0.35077024499575304
59,0.3438720636897617
60,0.3420692284901937
61,0.33013341824213666
62,0.3289012478457557
63,0.33665545450316536
64,0.32887744241290623
65,0.3345685799916585
66,0.3223841157224443
67,0.3239713609218597
68,0.32330210672484505
69,0.3293949100706313
70,0.3285742534531487
71,0.31693716181649106
72,0.3257839249240028
73,0.3176376223564148
74,0.3220200538635254
75,0.33237622843848336
76,0.326411376396815
77,0.32210679517851937
78,0.3125202026632097
79,0.3169851269986894
80,0.320889327261183
81,0.3227025303575728
82,0.31681393914752537
83,0.3176123433642917
84,0.31406989362504745
85,0.3216180006663005
86,0.3242701325151656
87,0.33242833614349365
88,0.34478873676723903
1,1.6892222828335233
2,1.5696245166990492
3,1.549542162153456
4,1.4885346624586318
5,1.4092073970370822
6,1.3817914194530911
7,1.2351252105500965
8,1.1298672093285456
9,1.0712988177935283
10,1.0207272171974182
11,1.0049873259332445
12,0.9828703867064582
13,0.937737762928009
14,0.9022331105338204
15,0.9277964499261644
16,0.9306531813409592
17,0.8744423919253879
18,0.8407296008533902
19,0.8029223481814066
20,0.7972939875390794
21,0.7709026601579454
22,0.7292486429214478
23,0.6893717845280966
24,0.6856023006969028
25,0.6652085052596198
26,0.66098552942276
27,0.6701793803109063
28,0.6566675570276048
29,0.6319545176294115
30,0.6153464648458693
31,0.6319076816240946
32,0.6221162676811218
33,0.6188438998328315
34,0.5873973634507921
35,0.6113576690355936
36,0.5894561873541938
37,0.5970281958580017
38,0.5838952594333224
39,0.5680967503123813
40,0.5723229514227973
41,0.5797586838404337
42,0.5955074628194174
43,0.5731963250372145
44,0.5841144786940681
45,0.5786226458019681
46,0.5739377074771457
47,0.5590727395481534
48,0.5553587608867221
49,0.5473280747731527
50,0.5606505804591708
51,0.5524154305458069
52,0.5665352808104621
53,0.5606463750203451
54,0.5521435870064629
55,0.5552510685390897
56,0.5468408664067587
57,0.5520458585686154
58,0.5526166988743676
59,0.5594528449906243
60,0.5388610627916124
61,0.5395348138279386
62,0.5404536227385203
63,0.5488425923718346
64,0.5588924951023526
65,0.5573318600654602
66,0.5672407613860236
67,0.5620628595352173
68,0.5601235098308988
69,0.5557946264743805
70,0.5246672365400527
71,0.5249193443192376
72,0.517051660352283
73,0.5152589148945279
74,0.5326382782724168
75,0.5294254952006869
76,0.5307235022385915
77,0.5167124403847588
78,0.5260868469874064
79,0.5178286201424069
80,0.5181849830680423
81,0.5132246613502502
82,0.5108883943822649
83,0.5142481889989641
84,0.5153584612740411
85,0.5109386775228713
86,0.5077371696631113
87,0.5130439268218147
88,0.5090184079276191
89,0.5083210666974386
90,0.5152532656987509
91,0.5255999167760214
92,0.5096269051233927
93,0.5125591721799638
94,0.5290700727038913
95,0.5208931995762719
96,0.5176619854238298
